speaker_id,sentence_id,repetition,phoneme_raw,phoneme,onset,offset,duration_ms,l1_status,gender,F1,F2,F3,f0,SCG,F1_25,F2_25,F1_75,F2_75,formant_qc_fail,F1_norm,F2_norm
AB,18,1,i,i,1.7046,1.87204,167.44,ru,f,392.8531063707819,2770.0071112287064,3777.662509098365,276.44646781783257,,333.96071529326605,2717.323380565292,347.118947173059,509.2982359299368,False,-0.9785611301575701,1.733270585693722
AB,18,1,t,t,2.09,2.14,50.0,ru,f,942.73028210536,1200.703505957789,,,,,,,,False,2.0508694882171983,-1.0828260420701248
AB,18,1,ʁ,ʁ,2.14,2.23,90.0,ru,f,824.9410970694802,1194.8048633632632,,,,,,,,False,1.401935181779743,-1.0934110859475719
AB,18,1,w,w,2.23,2.27,40.0,ru,f,532.2738702410808,1058.6995164878056,,216.56926283249197,,,,,,False,-0.21045226958948748,-1.3376505097717692
AB,18,1,a,a,2.27,2.41,140.0,ru,f,681.1411090682357,1273.1818269790783,2825.993681892516,221.1604822276152,,629.6812420870061,1258.242107321995,622.746021104994,1351.8500681120483,False,0.6096999230768592,-0.9527645582829883
AB,18,1,f,f,2.41,2.58,170.0,ru,f,1309.166427098008,2029.8443185648648,,,3866.679077387775,,,,,False,4.069671006641703,0.40505727029954774
AB,18,1,w,w,2.58,2.65,70.0,ru,f,487.1757058467722,798.8737256826349,,101.34229510379068,,,,,,False,-0.458910954687855,-1.80390479659997
AB,18,1,a,a,2.65,2.8,150.0,ru,f,904.9435076995514,1409.4724017268995,3175.1893382177013,209.52978410690923,,824.8048641689073,1287.1697958508191,801.705993781631,1464.9186851277532,False,1.8426913415217057,-0.708192745248074
AB,19,1,d,d,0.71,0.85,140.0,ru,f,226.88692054746284,771.1880166254043,,213.3708171755308,,,,,,False,-1.8929163118876973,-1.8535864717401087
AB,19,1,i,i,0.85,1.08,230.0,ru,f,492.3701460512494,2731.721416280916,3751.961611964941,219.66263786750284,,385.3286536800409,2708.3160593782395,362.5123128212597,2654.5905068171064,False,-0.4302932980634676,1.6645673621288624
AB,19,1,p,p,1.23,1.27,40.0,ru,f,116.60050599038952,1422.143160091557,,,,,,,,False,-2.500515710069012,-0.6854552202834495
AB,19,1,ɑ,ɑ,1.27,1.43,160.0,ru,f,852.4443102756212,1432.850080845917,2906.453954697612,208.19190141702663,,812.748101714105,1443.2397629464092,750.0011360205311,1647.5637017103456,False,1.553458248870257,-0.6662417785193349
AB,19,1,s,s,1.43,1.65,220.0,ru,f,1146.0561606150686,2193.838909379663,,,6396.641181426419,,,,,False,3.171049901311086,0.699343610185537
